halqa_id,name,political_party,
NA-123,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-123,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-123,Hidayatullah Khan Afridi Advocate,Independent,61
NA-123,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-123,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-123,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-123,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-123,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-123,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-123,Pir Abdur Rehman,Independent,265
NA-123,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-123,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-123,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-124,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-124,Akram Khan,Independent,182
NA-124,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-124,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-124,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-124,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-124,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-124,Hidayatullah Khan Afridi Advocate,Independent,61
NA-124,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-124,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-124,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-124,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-124,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-124,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-124,Pir Abdur Rehman,Independent,265
NA-124,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-124,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-124,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-125,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-125,Akram Khan,Independent,182
NA-125,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-125,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-125,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-125,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-125,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-125,Hidayatullah Khan Afridi Advocate,Independent,61
NA-125,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-125,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-125,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-125,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-125,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-125,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-125,Pir Abdur Rehman,Independent,265
NA-125,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-125,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-125,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-126,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-126,Akram Khan,Independent,182
NA-126,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-126,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-126,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-126,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-126,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-126,Hidayatullah Khan Afridi Advocate,Independent,61
NA-126,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-126,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-126,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-126,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-126,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-126,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-126,Pir Abdur Rehman,Independent,265
NA-126,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-126,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-126,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-127,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-127,Akram Khan,Independent,182
NA-127,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-127,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-127,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-127,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-127,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-127,Hidayatullah Khan Afridi Advocate,Independent,61
NA-127,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-127,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-127,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-127,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-127,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-127,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-127,Pir Abdur Rehman,Independent,265
NA-127,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-127,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-127,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-128,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-128,Akram Khan,Independent,182
NA-128,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-128,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-128,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-128,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-128,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-128,Hidayatullah Khan Afridi Advocate,Independent,61
NA-128,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-128,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-128,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-128,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-128,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-128,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-128,Pir Abdur Rehman,Independent,265
NA-128,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-128,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-128,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-129,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-129,Akram Khan,Independent,182
NA-129,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-129,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-129,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-129,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-129,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-129,Hidayatullah Khan Afridi Advocate,Independent,61
NA-129,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-129,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-129,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-129,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-129,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-129,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-129,Pir Abdur Rehman,Independent,265
NA-129,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-129,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-129,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-130,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-130,Akram Khan,Independent,182
NA-130,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-130,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-130,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-130,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-130,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-130,Hidayatullah Khan Afridi Advocate,Independent,61
NA-130,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-130,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-130,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-130,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-130,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-130,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-130,Pir Abdur Rehman,Independent,265
NA-130,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-130,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-130,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-131,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-131,Akram Khan,Independent,182
NA-131,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-131,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-131,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-131,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-131,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-131,Hidayatullah Khan Afridi Advocate,Independent,61
NA-131,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-131,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-131,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-131,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-131,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-131,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-131,Pir Abdur Rehman,Independent,265
NA-131,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-131,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-131,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-132,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-132,Akram Khan,Independent,182
NA-132,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-132,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-132,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-132,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-132,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-132,Hidayatullah Khan Afridi Advocate,Independent,61
NA-132,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-132,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-132,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-132,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-132,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-132,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-132,Pir Abdur Rehman,Independent,265
NA-132,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-132,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-132,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-133,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-133,Akram Khan,Independent,182
NA-133,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-133,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-133,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-133,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-133,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-133,Hidayatullah Khan Afridi Advocate,Independent,61
NA-133,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-133,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-133,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-133,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-133,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-133,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-133,Pir Abdur Rehman,Independent,265
NA-133,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-133,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-133,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-134,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-134,Akram Khan,Independent,182
NA-134,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-134,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-134,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-134,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-134,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-134,Hidayatullah Khan Afridi Advocate,Independent,61
NA-134,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-134,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-134,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-134,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-134,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-134,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-134,Pir Abdur Rehman,Independent,265
NA-134,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-134,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-134,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-135,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-135,Akram Khan,Independent,182
NA-135,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-135,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-135,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-135,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-135,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-135,Hidayatullah Khan Afridi Advocate,Independent,61
NA-135,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-135,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-135,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-135,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-135,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-135,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-135,Pir Abdur Rehman,Independent,265
NA-135,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-135,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-135,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-136,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-136,Akram Khan,Independent,182
NA-136,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-136,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-136,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-136,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-136,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-136,Hidayatullah Khan Afridi Advocate,Independent,61
NA-136,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-136,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-136,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-136,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-136,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-136,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-136,Pir Abdur Rehman,Independent,265
NA-136,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-136,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-136,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-137,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-137,Akram Khan,Independent,182
NA-137,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-137,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-137,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-137,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-137,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-137,Hidayatullah Khan Afridi Advocate,Independent,61
NA-137,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-137,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-137,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-137,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-137,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-137,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-137,Pir Abdur Rehman,Independent,265
NA-137,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-137,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-137,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-138,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-138,Akram Khan,Independent,182
NA-138,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-138,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-138,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-138,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-138,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-138,Hidayatullah Khan Afridi Advocate,Independent,61
NA-138,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-138,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-138,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-138,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-138,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-138,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-138,Pir Abdur Rehman,Independent,265
NA-138,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-138,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-138,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-139,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-139,Akram Khan,Independent,182
NA-139,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-139,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-139,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-139,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-139,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-139,Hidayatullah Khan Afridi Advocate,Independent,61
NA-139,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-139,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-139,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-139,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-139,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-139,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-139,Pir Abdur Rehman,Independent,265
NA-139,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-139,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-139,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-140,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-140,Akram Khan,Independent,182
NA-140,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-140,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-140,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-140,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-140,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-140,Hidayatullah Khan Afridi Advocate,Independent,61
NA-140,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-140,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-140,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-140,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-140,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-140,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-140,Pir Abdur Rehman,Independent,265
NA-140,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-140,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-140,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-141,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-141,Akram Khan,Independent,182
NA-141,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-141,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-141,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-141,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-141,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-141,Hidayatullah Khan Afridi Advocate,Independent,61
NA-141,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-141,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-141,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-141,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-141,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-141,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-141,Pir Abdur Rehman,Independent,265
NA-141,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-141,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-141,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-142,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-142,Akram Khan,Independent,182
NA-142,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-142,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-142,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-142,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-142,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-142,Hidayatullah Khan Afridi Advocate,Independent,61
NA-142,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-142,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-142,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-142,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-142,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-142,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-142,Pir Abdur Rehman,Independent,265
NA-142,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-142,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-142,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-143,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-143,Akram Khan,Independent,182
NA-143,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-143,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-143,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-143,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-143,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-143,Hidayatullah Khan Afridi Advocate,Independent,61
NA-143,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-143,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-143,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-143,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-143,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-143,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-143,Pir Abdur Rehman,Independent,265
NA-143,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-143,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-143,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-144,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-144,Akram Khan,Independent,182
NA-144,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-144,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-144,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
